Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 06.08.04,20:30,Werder Bremen,1:0,FC Schalke 04
Sa. 07.08.04,15:30,1.FC K'lautern,1:3,1.FC Nürnberg
Sa. 07.08.04,15:30,SC Freiburg,0:0,Hansa Rostock
Sa. 07.08.04,15:30,Bor. Dortmund,1:2,VfL Wolfsburg
Sa. 07.08.04,15:30,B. Leverkusen,2:1,Hannover 96
Sa. 07.08.04,15:30,Hertha BSC,2:2,VfL Bochum
Sa. 07.08.04,15:30,Hamburger SV,0:2,Bayern München
So. 08.08.04,17:30,Arm. Bielefeld,0:0,Bor. M'gladbach
So. 08.08.04,17:30,VfB Stuttgart,4:2,1.FSV Mainz 05
