Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 14.04.00,20:00,FC Schalke 04,0:0,SSV Ulm 1846
Fr. 14.04.00,20:00,Hertha BSC,0:0,VfL Wolfsburg
Sa. 15.04.00,15:30,1.FC K'lautern,1:0,E. Frankfurt
Sa. 15.04.00,15:30,Bayern München,1:2,1860 München
Sa. 15.04.00,15:30,Hamburger SV,0:0,Werder Bremen
Sa. 15.04.00,15:30,MSV Duisburg,2:2,Bor. Dortmund
Sa. 15.04.00,15:30,VfB Stuttgart,1:0,SC Freiburg
So. 16.04.00,17:30,B. Leverkusen,4:1,Arm. Bielefeld
So. 16.04.00,17:30,Unterhaching,1:1,Hansa Rostock
