Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 27.09.1975,15:30,Hertha BSC,3:0,Bor. M'gladbach
Sa. 27.09.1975,15:30,VfL Bochum,0:3,Hamburger SV
Sa. 27.09.1975,15:30,Bayern München,3:1,Hannover 96
Sa. 27.09.1975,15:30,Bayer 05,1:1,1.FC Köln
Sa. 27.09.1975,15:30,E. Braunschweig,5:1,K. Offenbach
Sa. 27.09.1975,15:30,Karlsruher SC,2:2,FC Schalke 04
Sa. 27.09.1975,15:30,E. Frankfurt,1:1,1.FC K'lautern
Sa. 27.09.1975,15:30,RW Essen,5:2,MSV Duisburg
Sa. 27.09.1975,15:30,Werder Bremen,3:0,F. Düsseldorf
