Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 26.11.1993,19:30,RW Essen,0:0,1.FSV Mainz 05
Sa. 27.11.1993,14:15,VfL Wolfsburg,2:1,Wuppertaler SV
Sa. 27.11.1993,14:15,W. Mannheim,0:0,FC St. Pauli
Sa. 27.11.1993,15:30,FC 08 Homburg,0:0,VfL Bochum
Sa. 27.11.1993,15:30,Carl Zeiss Jena,2:2,Fortuna Köln
So. 28.11.1993,14:15,Stuttg. Kickers,3:1,TeBe Berlin
So. 28.11.1993,14:15,SV Meppen,3:0,Saarbrücken
So. 28.11.1993,15:00,Hertha BSC,1:1,Bayer 05
So. 28.11.1993,15:00,Chemnitzer FC,1:1,1860 München
Mi. 16.02.1994,19:00,Hansa Rostock,3:1,Hannover 96
