Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 04.06.1994,15:30,1.FSV Mainz 05,1:1,RW Essen
Sa. 04.06.1994,15:30,Wuppertaler SV,2:1,VfL Wolfsburg
Sa. 04.06.1994,15:30,FC St. Pauli,4:1,W. Mannheim
Sa. 04.06.1994,15:30,VfL Bochum,1:4,FC 08 Homburg
Sa. 04.06.1994,15:30,Fortuna Köln,1:1,Carl Zeiss Jena
Sa. 04.06.1994,15:30,TeBe Berlin,2:2,Stuttg. Kickers
Sa. 04.06.1994,15:30,Saarbrücken,1:1,SV Meppen
Sa. 04.06.1994,15:30,Bayer 05,0:0,Hertha BSC
Sa. 04.06.1994,15:30,1860 München,3:1,Chemnitzer FC
Sa. 04.06.1994,15:30,Hannover 96,5:0,Hansa Rostock
