Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 20.08.1993,19:30,Hansa Rostock,2:0,Bayer 05
Sa. 21.08.1993,15:30,TeBe Berlin,1:1,VfL Bochum
Sa. 21.08.1993,15:30,Stuttg. Kickers,1:0,Wuppertaler SV
Sa. 21.08.1993,15:30,SV Meppen,4:2,Fortuna Köln
Sa. 21.08.1993,15:30,Chemnitzer FC,1:1,Hertha BSC
Sa. 21.08.1993,15:30,FC 08 Homburg,3:0,W. Mannheim
Sa. 21.08.1993,15:30,Hannover 96,4:1,Saarbrücken
Sa. 21.08.1993,15:30,Carl Zeiss Jena,2:0,VfL Wolfsburg
So. 22.08.1993,15:00,RW Essen,0:0,FC St. Pauli
So. 22.08.1993,17:45,1.FSV Mainz 05,1:1,1860 München
