Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 11.03.1994,20:00,FC 08 Homburg,1:1,Hertha BSC
Sa. 12.03.1994,15:30,TeBe Berlin,1:0,1860 München
Sa. 12.03.1994,15:30,Chemnitzer FC,1:0,Fortuna Köln
Sa. 12.03.1994,15:30,RW Essen,0:0,Wuppertaler SV
Sa. 12.03.1994,15:30,VfL Wolfsburg,2:2,W. Mannheim
Sa. 12.03.1994,15:30,SV Meppen,0:2,Bayer 05
So. 13.03.1994,15:00,Stuttg. Kickers,0:0,VfL Bochum
So. 13.03.1994,15:00,Carl Zeiss Jena,2:2,Hannover 96
So. 13.03.1994,15:00,1.FSV Mainz 05,1:1,Saarbrücken
Mo. 18.04.1994,20:00,Hansa Rostock,0:1,FC St. Pauli
