Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 17.09.1993,19:30,Wuppertaler SV,0:0,Hannover 96
Fr. 17.09.1993,20:00,Fortuna Köln,2:1,Stuttg. Kickers
Fr. 17.09.1993,20:00,FC St. Pauli,1:0,1.FSV Mainz 05
Sa. 18.09.1993,15:30,Hertha BSC,3:4,RW Essen
Sa. 18.09.1993,15:30,VfL Wolfsburg,3:2,SV Meppen
Sa. 18.09.1993,15:30,Bayer 05,3:1,TeBe Berlin
So. 19.09.1993,15:00,1860 München,2:0,Carl Zeiss Jena
So. 19.09.1993,15:00,FC 08 Homburg,4:0,Chemnitzer FC
So. 19.09.1993,15:00,W. Mannheim,3:3,Hansa Rostock
So. 19.09.1993,18:00,VfL Bochum,4:0,Saarbrücken
