Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 15.10.1993,19:30,Wuppertaler SV,0:5,Carl Zeiss Jena
Fr. 15.10.1993,20:00,FC 08 Homburg,3:2,Stuttg. Kickers
Sa. 16.10.1993,15:00,W. Mannheim,0:0,1.FSV Mainz 05
Sa. 16.10.1993,15:30,Hertha BSC,0:0,Hannover 96
Sa. 16.10.1993,15:30,Chemnitzer FC,2:1,RW Essen
Sa. 16.10.1993,15:30,Bayer 05,1:0,1860 München
So. 17.10.1993,15:00,Fortuna Köln,7:4,Saarbrücken
So. 17.10.1993,15:00,SV Meppen,4:1,Hansa Rostock
So. 17.10.1993,15:00,VfL Wolfsburg,2:1,TeBe Berlin
Mo. 18.10.1993,20:15,FC St. Pauli,1:1,VfL Bochum
