Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 27.08.1993,19:30,Wuppertaler SV,1:0,TeBe Berlin
Fr. 27.08.1993,19:30,Saarbrücken,2:1,Carl Zeiss Jena
Sa. 28.08.1993,15:30,Fortuna Köln,0:0,Hansa Rostock
Sa. 28.08.1993,15:30,FC St. Pauli,3:0,Stuttg. Kickers
Sa. 28.08.1993,15:30,1860 München,2:2,Hannover 96
Sa. 28.08.1993,15:30,VfL Wolfsburg,2:0,FC 08 Homburg
So. 29.08.1993,15:00,Hertha BSC,1:1,SV Meppen
So. 29.08.1993,15:00,VfL Bochum,2:0,1.FSV Mainz 05
So. 29.08.1993,15:00,W. Mannheim,1:0,Chemnitzer FC
So. 29.08.1993,18:00,Bayer 05,2:0,RW Essen
