Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 15.04.1994,19:30,Hansa Rostock,3:2,FC 08 Homburg
Fr. 15.04.1994,19:30,RW Essen,0:1,VfL Wolfsburg
Fr. 15.04.1994,19:30,Saarbrücken,1:1,FC St. Pauli
Sa. 16.04.1994,15:30,1.FSV Mainz 05,0:3,Fortuna Köln
Sa. 16.04.1994,15:30,1860 München,3:1,Wuppertaler SV
Sa. 16.04.1994,15:30,Hannover 96,2:1,Bayer 05
So. 17.04.1994,15:00,Stuttg. Kickers,4:2,W. Mannheim
So. 17.04.1994,15:00,SV Meppen,2:1,Chemnitzer FC
Di. 03.05.1994,19:30,TeBe Berlin,1:2,Hertha BSC
Di. 17.05.1994,19:30,Carl Zeiss Jena,0:0,VfL Bochum
