Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 22.04.1994,19:00,Chemnitzer FC,3:0,Hansa Rostock
Fr. 22.04.1994,20:00,Bayer 05,1:3,Saarbrücken
Sa. 23.04.1994,15:30,FC 08 Homburg,1:1,RW Essen
Sa. 23.04.1994,15:30,Wuppertaler SV,3:1,VfL Bochum
Sa. 23.04.1994,15:30,VfL Wolfsburg,1:0,Stuttg. Kickers
Sa. 23.04.1994,15:30,W. Mannheim,2:2,TeBe Berlin
Sa. 23.04.1994,15:30,Fortuna Köln,4:1,Hannover 96
So. 24.04.1994,15:00,SV Meppen,1:1,Carl Zeiss Jena
So. 24.04.1994,18:00,Hertha BSC,5:0,1.FSV Mainz 05
Mo. 25.04.1994,20:15,FC St. Pauli,2:1,1860 München
