Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 31.07.1993,15:30,Hertha BSC,1:0,W. Mannheim
Sa. 31.07.1993,15:30,Fortuna Köln,2:0,VfL Wolfsburg
Sa. 31.07.1993,15:30,FC St. Pauli,3:0,Chemnitzer FC
Sa. 31.07.1993,15:30,Wuppertaler SV,0:1,SV Meppen
Sa. 31.07.1993,15:30,VfL Bochum,2:0,Hansa Rostock
Sa. 31.07.1993,15:30,1860 München,1:0,RW Essen
Sa. 31.07.1993,15:30,Saarbrücken,3:0,Stuttg. Kickers
Sa. 31.07.1993,15:30,Hannover 96,0:1,TeBe Berlin
Sa. 31.07.1993,15:30,1.FSV Mainz 05,2:0,Carl Zeiss Jena
Sa. 31.07.1993,15:30,Bayer 05,0:1,FC 08 Homburg
