Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 11.06.1994,15:30,VfL Wolfsburg,4:1,FC St. Pauli
Sa. 11.06.1994,15:30,W. Mannheim,2:0,Bayer 05
Sa. 11.06.1994,15:30,Stuttg. Kickers,4:1,1.FSV Mainz 05
Sa. 11.06.1994,15:30,Carl Zeiss Jena,0:2,TeBe Berlin
Sa. 11.06.1994,15:30,Chemnitzer FC,1:0,VfL Bochum
Sa. 11.06.1994,15:30,SV Meppen,0:1,1860 München
Sa. 11.06.1994,15:30,Hansa Rostock,3:1,Saarbrücken
Sa. 11.06.1994,15:30,FC 08 Homburg,2:2,Wuppertaler SV
Sa. 11.06.1994,15:30,RW Essen,0:2,Hannover 96
Sa. 11.06.1994,15:30,Hertha BSC,1:1,Fortuna Köln
