Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 29.10.1993,20:00,FC 08 Homburg,1:0,1.FSV Mainz 05
Sa. 30.10.1993,14:30,SV Meppen,2:2,Stuttg. Kickers
Sa. 30.10.1993,14:30,VfL Wolfsburg,0:0,Hannover 96
Sa. 30.10.1993,14:30,W. Mannheim,3:0,Saarbrücken
Sa. 30.10.1993,15:30,Hertha BSC,0:1,1860 München
Sa. 30.10.1993,15:30,Fortuna Köln,1:2,VfL Bochum
Sa. 30.10.1993,15:30,Bayer 05,1:1,Wuppertaler SV
So. 31.10.1993,15:00,FC St. Pauli,2:1,Carl Zeiss Jena
So. 31.10.1993,15:00,Hansa Rostock,0:2,RW Essen
So. 31.10.1993,15:00,Chemnitzer FC,1:0,TeBe Berlin
