Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 18.03.1994,20:00,VfL Bochum,5:1,TeBe Berlin
Fr. 18.03.1994,20:00,FC St. Pauli,1:0,RW Essen
Sa. 19.03.1994,15:30,Fortuna Köln,1:1,SV Meppen
Sa. 19.03.1994,15:30,Hertha BSC,1:2,Chemnitzer FC
Sa. 19.03.1994,15:30,W. Mannheim,2:1,FC 08 Homburg
Sa. 19.03.1994,15:30,Saarbrücken,0:4,Hannover 96
Sa. 19.03.1994,15:30,1860 München,0:2,1.FSV Mainz 05
So. 20.03.1994,15:00,Bayer 05,2:1,Hansa Rostock
So. 20.03.1994,15:00,VfL Wolfsburg,5:1,Carl Zeiss Jena
Di. 03.05.1994,19:30,Wuppertaler SV,0:1,Stuttg. Kickers
