Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 27.07.1993,19:00,TeBe Berlin,0:1,1.FSV Mainz 05
Di. 27.07.1993,19:00,W. Mannheim,1:1,Fortuna Köln
Di. 27.07.1993,19:30,Hansa Rostock,4:0,1860 München
Di. 27.07.1993,20:00,FC 08 Homburg,2:1,FC St. Pauli
Mi. 28.07.1993,18:00,Carl Zeiss Jena,1:1,Hertha BSC
Mi. 28.07.1993,18:30,VfL Wolfsburg,3:0,Bayer 05
Mi. 28.07.1993,19:00,Stuttg. Kickers,0:0,Hannover 96
Mi. 28.07.1993,19:00,SV Meppen,0:1,VfL Bochum
Mi. 28.07.1993,19:00,Chemnitzer FC,0:0,Wuppertaler SV
Mi. 28.07.1993,19:30,RW Essen,3:1,Saarbrücken
