Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 05.11.1993,20:00,FC St. Pauli,0:0,Bayer 05
Sa. 06.11.1993,14:30,1.FSV Mainz 05,5:1,Chemnitzer FC
Sa. 06.11.1993,15:30,Wuppertaler SV,1:2,Fortuna Köln
Sa. 06.11.1993,15:30,Saarbrücken,2:1,VfL Wolfsburg
Sa. 06.11.1993,15:30,Hannover 96,1:3,FC 08 Homburg
So. 07.11.1993,14:00,Stuttg. Kickers,3:2,Hansa Rostock
So. 07.11.1993,15:00,TeBe Berlin,1:1,SV Meppen
So. 07.11.1993,15:00,1860 München,3:1,W. Mannheim
So. 07.11.1993,15:00,Carl Zeiss Jena,2:0,RW Essen
Mo. 08.11.1993,20:15,VfL Bochum,3:1,Hertha BSC
