Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 22.10.1993,19:30,Wuppertaler SV,2:1,FC St. Pauli
Sa. 23.10.1993,14:30,TeBe Berlin,0:1,FC 08 Homburg
Sa. 23.10.1993,15:30,RW Essen,4:1,SV Meppen
Sa. 23.10.1993,15:30,VfL Bochum,0:0,Bayer 05
Sa. 23.10.1993,15:30,1860 München,2:1,Fortuna Köln
Sa. 23.10.1993,15:30,Saarbrücken,4:2,Hertha BSC
Sa. 23.10.1993,15:30,Carl Zeiss Jena,0:0,Hansa Rostock
So. 24.10.1993,15:00,Hannover 96,1:1,W. Mannheim
So. 24.10.1993,15:00,1.FSV Mainz 05,1:2,VfL Wolfsburg
Mi. 17.11.1993,14:00,Stuttg. Kickers,2:0,Chemnitzer FC
