Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 26.03.1994,15:30,TeBe Berlin,1:1,Wuppertaler SV
Sa. 26.03.1994,15:30,Carl Zeiss Jena,1:2,Saarbrücken
Sa. 26.03.1994,15:30,Stuttg. Kickers,1:1,FC St. Pauli
Sa. 26.03.1994,15:30,FC 08 Homburg,0:0,VfL Wolfsburg
Sa. 26.03.1994,15:30,Chemnitzer FC,0:0,W. Mannheim
So. 27.03.1994,15:00,Hansa Rostock,1:1,Fortuna Köln
So. 27.03.1994,15:00,Hannover 96,1:4,1860 München
So. 27.03.1994,15:00,SV Meppen,1:0,Hertha BSC
So. 27.03.1994,15:00,1.FSV Mainz 05,3:2,VfL Bochum
Di. 29.03.1994,18:00,RW Essen,0:2,Bayer 05
