Datum,Uhrzeit,Heim,Ergebnis,Gast
Do. 30.09.1993,20:00,Fortuna Köln,1:2,1.FSV Mainz 05
Fr. 01.10.1993,19:30,Wuppertaler SV,5:2,1860 München
Fr. 01.10.1993,20:00,VfL Bochum,3:0,Carl Zeiss Jena
Fr. 01.10.1993,20:00,FC 08 Homburg,0:2,Hansa Rostock
Sa. 02.10.1993,15:00,VfL Wolfsburg,2:2,RW Essen
Sa. 02.10.1993,15:00,W. Mannheim,0:1,Stuttg. Kickers
Sa. 02.10.1993,15:30,Chemnitzer FC,2:1,SV Meppen
Sa. 02.10.1993,15:30,Bayer 05,3:2,Hannover 96
So. 03.10.1993,15:00,Hertha BSC,3:0,TeBe Berlin
So. 03.10.1993,15:00,FC St. Pauli,1:1,Saarbrücken
