Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 04.03.1994,19:30,W. Mannheim,2:0,Carl Zeiss Jena
Fr. 04.03.1994,19:30,Saarbrücken,2:2,TeBe Berlin
Fr. 04.03.1994,20:00,Fortuna Köln,2:1,FC 08 Homburg
Sa. 05.03.1994,15:30,Bayer 05,2:0,Chemnitzer FC
Sa. 05.03.1994,15:30,Hannover 96,1:1,1.FSV Mainz 05
Sa. 05.03.1994,15:30,VfL Bochum,2:0,RW Essen
Sa. 05.03.1994,15:30,Hertha BSC,4:0,VfL Wolfsburg
So. 06.03.1994,15:00,1860 München,1:3,Stuttg. Kickers
So. 06.03.1994,15:00,Wuppertaler SV,4:1,Hansa Rostock
Mo. 07.03.1994,20:00,FC St. Pauli,1:0,SV Meppen
