Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 13.05.1994,19:30,Carl Zeiss Jena,1:0,FC St. Pauli
Fr. 13.05.1994,19:30,TeBe Berlin,0:0,Chemnitzer FC
Fr. 13.05.1994,20:00,VfL Bochum,1:0,Fortuna Köln
So. 15.05.1994,15:00,1.FSV Mainz 05,1:1,FC 08 Homburg
So. 15.05.1994,15:00,Stuttg. Kickers,1:0,SV Meppen
So. 15.05.1994,15:00,Hannover 96,2:0,VfL Wolfsburg
So. 15.05.1994,15:00,Saarbrücken,1:1,W. Mannheim
So. 15.05.1994,18:00,Wuppertaler SV,1:3,Bayer 05
Mo. 16.05.1994,20:00,1860 München,1:0,Hertha BSC
Mi. 18.05.1994,19:30,RW Essen,2:0,Hansa Rostock
