Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 08.10.1993,19:30,RW Essen,3:3,FC 08 Homburg
Fr. 08.10.1993,20:00,VfL Bochum,1:0,Wuppertaler SV
Sa. 09.10.1993,15:00,Stuttg. Kickers,0:0,VfL Wolfsburg
Sa. 09.10.1993,15:00,1860 München,1:0,FC St. Pauli
Sa. 09.10.1993,15:30,TeBe Berlin,0:1,W. Mannheim
Sa. 09.10.1993,15:30,Hansa Rostock,2:0,Chemnitzer FC
Sa. 09.10.1993,15:30,Hannover 96,0:2,Fortuna Köln
So. 10.10.1993,15:00,Saarbrücken,2:1,Bayer 05
So. 10.10.1993,15:00,1.FSV Mainz 05,1:1,Hertha BSC
So. 10.10.1993,15:00,Carl Zeiss Jena,0:0,SV Meppen
