Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 12.11.1993,20:00,Fortuna Köln,1:2,FC St. Pauli
Fr. 12.11.1993,20:00,Bayer 05,0:0,Carl Zeiss Jena
Sa. 13.11.1993,14:15,VfL Wolfsburg,0:0,1860 München
Sa. 13.11.1993,15:30,Hertha BSC,0:3,Wuppertaler SV
Sa. 13.11.1993,15:30,Hansa Rostock,2:1,TeBe Berlin
Sa. 13.11.1993,15:30,Chemnitzer FC,1:0,Hannover 96
So. 14.11.1993,14:15,SV Meppen,1:1,1.FSV Mainz 05
So. 14.11.1993,14:15,W. Mannheim,1:0,VfL Bochum
So. 14.11.1993,15:00,RW Essen,0:0,Stuttg. Kickers
So. 14.11.1993,18:00,FC 08 Homburg,2:2,Saarbrücken
