Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 06.05.1994,19:30,Hertha BSC,3:1,Saarbrücken
Fr. 06.05.1994,19:30,Hansa Rostock,0:0,Carl Zeiss Jena
Fr. 06.05.1994,20:00,FC St. Pauli,1:2,Wuppertaler SV
Fr. 06.05.1994,20:00,Fortuna Köln,0:0,1860 München
Sa. 07.05.1994,14:30,FC 08 Homburg,0:2,TeBe Berlin
Sa. 07.05.1994,15:30,VfL Wolfsburg,2:0,1.FSV Mainz 05
So. 08.05.1994,15:00,SV Meppen,2:1,RW Essen
So. 08.05.1994,15:00,Chemnitzer FC,1:0,Stuttg. Kickers
Mi. 11.05.1994,18:00,W. Mannheim,1:1,Hannover 96
Di. 31.05.1994,20:00,Bayer 05,3:0,VfL Bochum
