Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 22.01.21,20:30,Bor. M'gladbach,4:2,Bor. Dortmund
Sa. 23.01.21,15:30,B. Leverkusen,0:1,VfL Wolfsburg
Sa. 23.01.21,15:30,SC Freiburg,2:1,VfB Stuttgart
Sa. 23.01.21,15:30,1.FSV Mainz 05,3:2,RB Leipzig
Sa. 23.01.21,15:30,FC Augsburg,2:1,Union Berlin
Sa. 23.01.21,15:30,Arm. Bielefeld,1:5,E. Frankfurt
Sa. 23.01.21,18:30,Hertha BSC,1:4,Werder Bremen
So. 24.01.21,15:30,FC Schalke 04,0:4,Bayern München
So. 24.01.21,18:00,TSG Hoffenheim,3:0,1.FC Köln
