Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 05.12.1987,15:00,SpVgg Bayreuth,0:1,Darmstadt 98
Sa. 05.12.1987,15:00,K. Offenbach,2:0,Arm. Bielefeld
Sa. 05.12.1987,15:00,SC Freiburg,1:1,F. Düsseldorf
Sa. 05.12.1987,15:00,Saarbrücken,1:1,Stuttg. Kickers
Sa. 05.12.1987,15:00,Alem. Aachen,1:3,Wattenscheid 09
Sa. 05.12.1987,15:00,Fortuna Köln,1:1,SV Meppen
Sa. 05.12.1987,15:00,RW Essen,3:1,BVL Remscheid
So. 06.12.1987,15:00,Union Solingen,2:2,BW Berlin
So. 06.12.1987,15:00,VfL Osnabrück,1:0,FC St. Pauli
So. 06.12.1987,15:00,SSV Ulm 1846,0:1,RW Oberhausen
