Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 13.05.1988,20:00,F. Düsseldorf,1:0,SpVgg Bayreuth
Fr. 13.05.1988,20:00,Fortuna Köln,4:2,K. Offenbach
Sa. 14.05.1988,15:30,Arm. Bielefeld,0:1,Union Solingen
Sa. 14.05.1988,15:30,Darmstadt 98,3:0,RW Oberhausen
Sa. 14.05.1988,15:30,Stuttg. Kickers,3:0,BW Berlin
Sa. 14.05.1988,15:30,RW Essen,4:0,Alem. Aachen
Sa. 14.05.1988,15:30,BVL Remscheid,2:1,Saarbrücken
Sa. 14.05.1988,15:30,Wattenscheid 09,5:1,SSV Ulm 1846
Sa. 14.05.1988,15:30,SC Freiburg,1:1,FC St. Pauli
So. 15.05.1988,17:00,SV Meppen,3:0,VfL Osnabrück
