Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 02.10.1987,19:30,K. Offenbach,3:3,SpVgg Bayreuth
Fr. 02.10.1987,19:30,RW Essen,2:2,VfL Osnabrück
Sa. 03.10.1987,15:00,Darmstadt 98,2:0,Stuttg. Kickers
Sa. 03.10.1987,15:00,Arm. Bielefeld,2:1,BW Berlin
Sa. 03.10.1987,15:00,SV Meppen,2:0,RW Oberhausen
Sa. 03.10.1987,15:00,BVL Remscheid,1:0,SSV Ulm 1846
Sa. 03.10.1987,15:00,F. Düsseldorf,1:2,Union Solingen
Sa. 03.10.1987,15:00,SC Freiburg,3:0,Alem. Aachen
So. 04.10.1987,15:00,Wattenscheid 09,1:0,FC St. Pauli
So. 04.10.1987,15:00,Fortuna Köln,2:4,Saarbrücken
