Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 05.03.1988,15:00,FC St. Pauli,1:1,Alem. Aachen
Sa. 05.03.1988,15:30,Darmstadt 98,1:0,Fortuna Köln
So. 06.03.1988,15:00,Wattenscheid 09,1:0,RW Essen
So. 06.03.1988,15:00,Union Solingen,2:1,SC Freiburg
So. 06.03.1988,15:00,SV Meppen,3:2,BVL Remscheid
Mi. 30.03.1988,20:00,RW Oberhausen,1:0,Saarbrücken
Mi. 30.03.1988,20:00,Arm. Bielefeld,0:0,F. Düsseldorf
Mo. 04.04.1988,15:00,Stuttg. Kickers,2:0,K. Offenbach
Mo. 11.04.1988,18:15,SSV Ulm 1846,1:1,VfL Osnabrück
Di. 26.04.1988,20:00,BW Berlin,3:0,SpVgg Bayreuth
