Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 25.09.1987,19:30,Darmstadt 98,1:1,SC Freiburg
Fr. 25.09.1987,19:30,Saarbrücken,1:0,K. Offenbach
Fr. 25.09.1987,19:30,VfL Osnabrück,3:0,Fortuna Köln
Sa. 26.09.1987,15:00,BW Berlin,3:0,SV Meppen
Sa. 26.09.1987,15:00,FC St. Pauli,2:0,Arm. Bielefeld
Sa. 26.09.1987,15:00,SpVgg Bayreuth,2:3,Alem. Aachen
Sa. 26.09.1987,15:00,SSV Ulm 1846,0:3,F. Düsseldorf
So. 27.09.1987,15:00,Stuttg. Kickers,6:1,Wattenscheid 09
So. 27.09.1987,15:00,Union Solingen,1:0,RW Essen
So. 27.09.1987,15:00,RW Oberhausen,1:0,BVL Remscheid
