Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 16.10.1987,19:30,Arm. Bielefeld,0:0,SSV Ulm 1846
Fr. 16.10.1987,19:30,F. Düsseldorf,4:2,Saarbrücken
Sa. 17.10.1987,15:00,SV Meppen,1:1,Union Solingen
Sa. 17.10.1987,15:00,Fortuna Köln,0:3,Alem. Aachen
Sa. 17.10.1987,15:00,SC Freiburg,3:2,K. Offenbach
Sa. 17.10.1987,15:00,Stuttg. Kickers,2:1,FC St. Pauli
So. 18.10.1987,15:00,RW Essen,2:0,SpVgg Bayreuth
So. 18.10.1987,15:00,BVL Remscheid,0:2,VfL Osnabrück
So. 18.10.1987,15:00,Darmstadt 98,0:2,BW Berlin
So. 18.10.1987,15:00,Wattenscheid 09,2:2,RW Oberhausen
