Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 19.02.1988,19:30,Darmstadt 98,0:0,Alem. Aachen
Sa. 20.02.1988,14:30,Stuttg. Kickers,5:0,SpVgg Bayreuth
Sa. 20.02.1988,14:30,SSV Ulm 1846,2:0,SC Freiburg
Sa. 20.02.1988,14:30,SV Meppen,1:1,RW Essen
Sa. 20.02.1988,14:30,FC St. Pauli,2:0,Saarbrücken
Sa. 20.02.1988,15:30,BW Berlin,1:0,VfL Osnabrück
Sa. 20.02.1988,15:30,Arm. Bielefeld,0:2,Fortuna Köln
So. 21.02.1988,14:30,BVL Remscheid,0:1,F. Düsseldorf
So. 21.02.1988,15:00,Wattenscheid 09,2:0,K. Offenbach
So. 21.02.1988,15:00,RW Oberhausen,0:0,Union Solingen
