Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 31.07.1987,19:30,K. Offenbach,2:2,Wattenscheid 09
Fr. 31.07.1987,19:30,Alem. Aachen,1:1,Darmstadt 98
Fr. 31.07.1987,19:30,F. Düsseldorf,6:2,BVL Remscheid
Fr. 31.07.1987,19:30,VfL Osnabrück,1:0,BW Berlin
Sa. 01.08.1987,15:00,Fortuna Köln,3:1,Arm. Bielefeld
Sa. 01.08.1987,15:00,SpVgg Bayreuth,3:0,Stuttg. Kickers
Sa. 01.08.1987,15:00,SC Freiburg,0:3,SSV Ulm 1846
So. 02.08.1987,15:00,RW Essen,1:2,SV Meppen
So. 02.08.1987,15:00,Saarbrücken,0:2,FC St. Pauli
So. 02.08.1987,15:00,Union Solingen,1:1,RW Oberhausen
