Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 04.09.1987,19:30,Alem. Aachen,2:2,Union Solingen
Fr. 04.09.1987,19:30,RW Essen,2:1,BW Berlin
Sa. 05.09.1987,15:00,Arm. Bielefeld,2:1,Wattenscheid 09
Sa. 05.09.1987,15:00,F. Düsseldorf,0:0,FC St. Pauli
Sa. 05.09.1987,15:00,Fortuna Köln,0:4,RW Oberhausen
Sa. 05.09.1987,15:00,K. Offenbach,3:0,SSV Ulm 1846
Sa. 05.09.1987,15:00,SpVgg Bayreuth,0:2,VfL Osnabrück
Sa. 05.09.1987,15:00,SC Freiburg,1:1,Saarbrücken
So. 06.09.1987,15:00,SV Meppen,1:1,Darmstadt 98
So. 06.09.1987,15:00,BVL Remscheid,2:2,Stuttg. Kickers
