Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 03.05.1988,20:00,F. Düsseldorf,1:0,VfL Osnabrück
Di. 03.05.1988,20:00,Wattenscheid 09,1:1,BW Berlin
Di. 03.05.1988,20:00,Darmstadt 98,0:0,FC St. Pauli
Di. 03.05.1988,20:00,Fortuna Köln,2:1,SpVgg Bayreuth
Di. 03.05.1988,20:00,RW Essen,1:1,Saarbrücken
Di. 03.05.1988,20:00,Arm. Bielefeld,1:0,RW Oberhausen
Mi. 04.05.1988,18:00,SC Freiburg,3:2,Stuttg. Kickers
Mi. 04.05.1988,18:00,BVL Remscheid,0:1,Union Solingen
Mi. 04.05.1988,18:15,SV Meppen,4:2,SSV Ulm 1846
Di. 10.05.1988,20:00,K. Offenbach,0:0,Alem. Aachen
