Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 21.08.1987,19:30,FC St. Pauli,3:0,K. Offenbach
Fr. 21.08.1987,19:30,Wattenscheid 09,1:0,F. Düsseldorf
Fr. 21.08.1987,19:30,RW Oberhausen,4:1,SpVgg Bayreuth
Sa. 22.08.1987,15:00,Stuttg. Kickers,2:2,Fortuna Köln
Sa. 22.08.1987,15:00,Darmstadt 98,2:1,RW Essen
Sa. 22.08.1987,15:00,Arm. Bielefeld,1:3,BVL Remscheid
Sa. 22.08.1987,15:00,SV Meppen,3:3,SC Freiburg
Sa. 22.08.1987,15:00,SSV Ulm 1846,3:0,Saarbrücken
So. 23.08.1987,15:00,BW Berlin,2:2,Alem. Aachen
So. 23.08.1987,15:00,Union Solingen,0:0,VfL Osnabrück
