Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 15.04.1988,19:30,RW Oberhausen,2:0,F. Düsseldorf
Fr. 15.04.1988,20:00,VfL Osnabrück,1:1,K. Offenbach
Fr. 15.04.1988,20:00,Union Solingen,3:1,Fortuna Köln
Sa. 16.04.1988,15:30,Darmstadt 98,1:1,Wattenscheid 09
Sa. 16.04.1988,15:30,Saarbrücken,2:2,Alem. Aachen
Sa. 16.04.1988,15:30,Stuttg. Kickers,1:0,Arm. Bielefeld
Sa. 16.04.1988,15:30,FC St. Pauli,2:0,SV Meppen
Sa. 16.04.1988,15:30,SpVgg Bayreuth,5:1,SC Freiburg
Sa. 16.04.1988,15:30,BW Berlin,6:0,BVL Remscheid
So. 17.04.1988,15:00,SSV Ulm 1846,1:3,RW Essen
