Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 25.08.1987,19:30,Saarbrücken,3:2,Union Solingen
Di. 25.08.1987,19:30,RW Essen,2:3,Stuttg. Kickers
Di. 25.08.1987,19:30,Fortuna Köln,2:0,FC St. Pauli
Mi. 26.08.1987,19:30,BVL Remscheid,1:5,Wattenscheid 09
Mi. 26.08.1987,19:30,K. Offenbach,3:0,BW Berlin
Mi. 26.08.1987,19:30,Alem. Aachen,2:1,RW Oberhausen
Mi. 26.08.1987,19:30,SpVgg Bayreuth,2:1,SSV Ulm 1846
Mi. 26.08.1987,19:30,SC Freiburg,2:1,VfL Osnabrück
Mi. 26.08.1987,19:30,SV Meppen,3:2,Arm. Bielefeld
Mi. 26.08.1987,19:30,F. Düsseldorf,0:1,Darmstadt 98
