Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 07.08.1987,19:30,Wattenscheid 09,2:1,Fortuna Köln
Fr. 07.08.1987,19:30,Arm. Bielefeld,0:0,RW Essen
Fr. 07.08.1987,19:30,RW Oberhausen,3:1,VfL Osnabrück
Sa. 08.08.1987,15:00,BW Berlin,2:2,Saarbrücken
Sa. 08.08.1987,15:00,Stuttg. Kickers,1:0,Alem. Aachen
Sa. 08.08.1987,15:00,Darmstadt 98,1:1,K. Offenbach
Sa. 08.08.1987,15:00,SV Meppen,0:2,F. Düsseldorf
Sa. 08.08.1987,15:00,SSV Ulm 1846,1:0,Union Solingen
So. 09.08.1987,15:00,FC St. Pauli,3:1,SpVgg Bayreuth
So. 09.08.1987,15:00,BVL Remscheid,0:0,SC Freiburg
