Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 01.09.1987,19:30,BW Berlin,1:0,Fortuna Köln
Di. 01.09.1987,19:30,FC St. Pauli,4:2,RW Essen
Di. 01.09.1987,19:30,SSV Ulm 1846,4:0,Alem. Aachen
Di. 01.09.1987,19:30,VfL Osnabrück,1:2,Saarbrücken
Di. 01.09.1987,19:30,Union Solingen,0:3,SpVgg Bayreuth
Mi. 02.09.1987,19:30,Stuttg. Kickers,2:1,F. Düsseldorf
Mi. 02.09.1987,19:30,Darmstadt 98,3:1,BVL Remscheid
Mi. 02.09.1987,19:30,Wattenscheid 09,0:0,SV Meppen
Mi. 02.09.1987,19:30,Arm. Bielefeld,3:3,SC Freiburg
Mi. 02.09.1987,19:30,RW Oberhausen,2:2,K. Offenbach
