Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 26.03.1988,15:30,Union Solingen,1:4,Alem. Aachen
Sa. 26.03.1988,15:30,SSV Ulm 1846,1:2,K. Offenbach
Sa. 26.03.1988,15:30,Darmstadt 98,1:1,SV Meppen
So. 27.03.1988,15:00,FC St. Pauli,2:2,F. Düsseldorf
So. 27.03.1988,15:00,RW Oberhausen,0:0,Fortuna Köln
Mo. 04.04.1988,15:00,BW Berlin,1:1,RW Essen
Mi. 13.04.1988,18:00,Stuttg. Kickers,4:2,BVL Remscheid
Di. 19.04.1988,20:00,Wattenscheid 09,2:1,Arm. Bielefeld
Di. 26.04.1988,19:00,Saarbrücken,2:1,SC Freiburg
Di. 10.05.1988,20:00,VfL Osnabrück,1:1,SpVgg Bayreuth
