Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 30.10.1987,19:30,VfL Osnabrück,3:2,SV Meppen
Fr. 30.10.1987,19:30,Union Solingen,5:0,Arm. Bielefeld
Fr. 30.10.1987,19:30,RW Oberhausen,0:0,Darmstadt 98
Sa. 31.10.1987,15:00,BW Berlin,1:1,Stuttg. Kickers
Sa. 31.10.1987,15:00,Alem. Aachen,1:1,RW Essen
Sa. 31.10.1987,15:00,SpVgg Bayreuth,1:0,F. Düsseldorf
Sa. 31.10.1987,15:00,Saarbrücken,3:1,BVL Remscheid
Sa. 31.10.1987,15:00,SSV Ulm 1846,1:2,Wattenscheid 09
So. 01.11.1987,15:00,FC St. Pauli,1:1,SC Freiburg
So. 01.11.1987,15:00,K. Offenbach,2:0,Fortuna Köln
