Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 18.03.1988,20:00,RW Oberhausen,3:1,Alem. Aachen
Fr. 18.03.1988,20:00,VfL Osnabrück,0:1,SC Freiburg
Sa. 19.03.1988,15:30,Union Solingen,1:3,Saarbrücken
Sa. 19.03.1988,15:30,Stuttg. Kickers,4:1,RW Essen
Sa. 19.03.1988,15:30,FC St. Pauli,5:1,Fortuna Köln
Sa. 19.03.1988,15:30,BW Berlin,1:0,K. Offenbach
Sa. 19.03.1988,15:30,SSV Ulm 1846,3:1,SpVgg Bayreuth
Sa. 19.03.1988,15:30,Arm. Bielefeld,2:0,SV Meppen
So. 20.03.1988,15:00,Wattenscheid 09,2:2,BVL Remscheid
So. 20.03.1988,15:00,Darmstadt 98,1:0,F. Düsseldorf
