Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 25.07.1987,15:00,BW Berlin,3:0,Union Solingen
Sa. 25.07.1987,15:00,Darmstadt 98,2:0,SpVgg Bayreuth
Sa. 25.07.1987,15:00,Arm. Bielefeld,0:2,K. Offenbach
Sa. 25.07.1987,15:00,F. Düsseldorf,0:2,SC Freiburg
So. 26.07.1987,15:00,FC St. Pauli,1:1,VfL Osnabrück
So. 26.07.1987,15:00,Stuttg. Kickers,7:0,Saarbrücken
So. 26.07.1987,15:00,Wattenscheid 09,1:1,Alem. Aachen
So. 26.07.1987,15:00,SV Meppen,3:2,Fortuna Köln
So. 26.07.1987,15:00,RW Oberhausen,2:1,SSV Ulm 1846
Sa. 24.10.1987,15:00,BVL Remscheid,1:1,RW Essen
