Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 11.03.1988,20:00,K. Offenbach,3:1,FC St. Pauli
Sa. 12.03.1988,15:30,RW Essen,2:1,Darmstadt 98
Sa. 12.03.1988,15:30,SC Freiburg,4:2,SV Meppen
Sa. 12.03.1988,15:30,Saarbrücken,0:2,SSV Ulm 1846
So. 13.03.1988,15:00,F. Düsseldorf,2:1,Wattenscheid 09
So. 13.03.1988,15:00,VfL Osnabrück,3:1,Union Solingen
Mi. 30.03.1988,20:00,Fortuna Köln,2:2,Stuttg. Kickers
Di. 12.04.1988,20:00,Alem. Aachen,1:0,BW Berlin
Di. 19.04.1988,18:15,SpVgg Bayreuth,3:0,RW Oberhausen
Mi. 27.04.1988,20:00,BVL Remscheid,1:2,Arm. Bielefeld
