Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 28.11.1987,15:00,BW Berlin,4:1,SSV Ulm 1846
Sa. 28.11.1987,15:00,F. Düsseldorf,2:1,RW Essen
Sa. 28.11.1987,15:00,Arm. Bielefeld,0:0,Alem. Aachen
Sa. 28.11.1987,15:00,Wattenscheid 09,3:0,SpVgg Bayreuth
Sa. 28.11.1987,15:00,Darmstadt 98,3:2,Saarbrücken
Sa. 28.11.1987,15:00,Stuttg. Kickers,2:0,VfL Osnabrück
Sa. 28.11.1987,15:00,FC St. Pauli,1:0,Union Solingen
So. 29.11.1987,15:00,BVL Remscheid,2:0,Fortuna Köln
So. 29.11.1987,15:00,SV Meppen,3:3,K. Offenbach
So. 29.11.1987,15:00,RW Oberhausen,5:0,SC Freiburg
