Datum,Uhrzeit,Heim,Ergebnis,Gast
Do. 19.05.1988,18:45,SSV Ulm 1846,2:2,Darmstadt 98
Do. 19.05.1988,18:45,SC Freiburg,1:6,Fortuna Köln
Do. 19.05.1988,18:45,SpVgg Bayreuth,3:1,BVL Remscheid
Do. 19.05.1988,20:00,RW Oberhausen,0:3,Stuttg. Kickers
Do. 19.05.1988,20:00,Union Solingen,3:1,Wattenscheid 09
Do. 19.05.1988,20:00,BW Berlin,2:2,FC St. Pauli
Fr. 20.05.1988,19:00,Saarbrücken,2:0,SV Meppen
Fr. 20.05.1988,20:00,Alem. Aachen,4:0,F. Düsseldorf
Fr. 20.05.1988,20:00,K. Offenbach,2:0,RW Essen
Fr. 20.05.1988,20:00,VfL Osnabrück,2:0,Arm. Bielefeld
