Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 08.04.1988,20:00,Alem. Aachen,3:0,VfL Osnabrück
Fr. 08.04.1988,20:00,Fortuna Köln,2:0,SSV Ulm 1846
Fr. 08.04.1988,20:00,K. Offenbach,0:0,Union Solingen
Sa. 09.04.1988,15:30,SC Freiburg,1:3,Wattenscheid 09
Sa. 09.04.1988,15:30,SV Meppen,1:1,Stuttg. Kickers
Sa. 09.04.1988,15:30,SpVgg Bayreuth,2:1,Saarbrücken
Sa. 09.04.1988,15:30,RW Essen,2:1,RW Oberhausen
Sa. 09.04.1988,15:30,F. Düsseldorf,2:1,BW Berlin
So. 10.04.1988,15:00,Arm. Bielefeld,0:1,Darmstadt 98
So. 10.04.1988,15:00,BVL Remscheid,3:1,FC St. Pauli
