Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 13.11.1987,19:30,K. Offenbach,1:3,F. Düsseldorf
Fr. 13.11.1987,19:30,Saarbrücken,2:0,Arm. Bielefeld
Fr. 13.11.1987,19:30,RW Oberhausen,1:6,FC St. Pauli
Sa. 14.11.1987,15:00,Fortuna Köln,5:1,RW Essen
Sa. 14.11.1987,15:00,Alem. Aachen,2:1,BVL Remscheid
Sa. 14.11.1987,15:00,SpVgg Bayreuth,0:1,SV Meppen
Sa. 14.11.1987,15:00,SSV Ulm 1846,0:8,Stuttg. Kickers
So. 15.11.1987,15:00,VfL Osnabrück,2:1,Wattenscheid 09
So. 15.11.1987,15:00,Union Solingen,1:0,Darmstadt 98
Mi. 30.03.1988,18:00,SC Freiburg,0:0,BW Berlin
