Datum,Uhrzeit,Heim,Ergebnis,Gast
Do. 28.04.1988,18:15,Stuttg. Kickers,1:1,Darmstadt 98
Fr. 29.04.1988,20:00,VfL Osnabrück,1:1,RW Essen
Fr. 29.04.1988,20:00,Alem. Aachen,0:0,SC Freiburg
Fr. 29.04.1988,20:00,Saarbrücken,3:0,Fortuna Köln
Sa. 30.04.1988,15:30,SpVgg Bayreuth,2:0,K. Offenbach
Sa. 30.04.1988,15:30,BW Berlin,2:1,Arm. Bielefeld
Sa. 30.04.1988,15:30,SSV Ulm 1846,2:1,BVL Remscheid
Sa. 30.04.1988,15:30,Union Solingen,0:3,F. Düsseldorf
Sa. 30.04.1988,15:30,FC St. Pauli,3:1,Wattenscheid 09
So. 01.05.1988,15:30,RW Oberhausen,0:1,SV Meppen
