Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 18.09.1987,19:30,Wattenscheid 09,0:0,Darmstadt 98
Fr. 18.09.1987,19:30,K. Offenbach,2:4,VfL Osnabrück
Fr. 18.09.1987,19:30,Alem. Aachen,4:2,Saarbrücken
Sa. 19.09.1987,15:00,Arm. Bielefeld,2:2,Stuttg. Kickers
Sa. 19.09.1987,15:00,SV Meppen,1:1,FC St. Pauli
Sa. 19.09.1987,15:00,Fortuna Köln,5:3,Union Solingen
Sa. 19.09.1987,15:00,SC Freiburg,5:1,SpVgg Bayreuth
So. 20.09.1987,15:00,BVL Remscheid,2:2,BW Berlin
So. 20.09.1987,15:00,F. Düsseldorf,3:0,RW Oberhausen
So. 20.09.1987,15:00,RW Essen,3:0,SSV Ulm 1846
