Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 29.05.1982,15:00,Wormatia Worms,1:0,Hertha BSC
Sa. 29.05.1982,15:00,W. Mannheim,2:2,Hessen Kassel
Sa. 29.05.1982,15:00,VfL Osnabrück,3:0,Wattenscheid 09
Sa. 29.05.1982,15:00,Union Solingen,1:0,Bayer 05
Sa. 29.05.1982,15:00,Alem. Aachen,0:1,RW Essen
Sa. 29.05.1982,15:00,Hannover 96,2:0,Fortuna Köln
Sa. 29.05.1982,15:00,1860 München,5:2,K. Offenbach
Sa. 29.05.1982,15:00,Freiburger FC,1:3,Stuttg. Kickers
Sa. 29.05.1982,15:00,SpVgg Bayreuth,1:1,SC Freiburg
Sa. 29.05.1982,15:00,FC Schalke 04,3:3,SpVgg Fürth
