Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 03.10.1981,15:00,Hertha BSC,0:1,1860 München
Sa. 03.10.1981,15:00,FC Schalke 04,1:0,W. Mannheim
Sa. 03.10.1981,15:00,SC Freiburg,2:0,Wattenscheid 09
Sa. 03.10.1981,15:00,Fortuna Köln,4:3,K. Offenbach
Sa. 03.10.1981,15:00,SpVgg Fürth,3:1,VfL Osnabrück
Sa. 03.10.1981,15:00,Wormatia Worms,4:3,Union Solingen
Sa. 03.10.1981,15:00,Hannover 96,3:3,Freiburger FC
Sa. 03.10.1981,15:00,SpVgg Bayreuth,0:2,Alem. Aachen
Sa. 03.10.1981,15:00,RW Essen,1:0,Stuttg. Kickers
Sa. 21.11.1981,19:00,Hessen Kassel,2:1,Bayer 05
