Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 24.04.1982,15:00,FC Schalke 04,3:1,Bayer 05
Sa. 24.04.1982,15:00,Hertha BSC,4:1,Freiburger FC
Sa. 24.04.1982,15:00,RW Essen,1:1,K. Offenbach
Sa. 24.04.1982,15:00,SpVgg Fürth,0:0,Alem. Aachen
Sa. 24.04.1982,15:00,Fortuna Köln,2:2,Union Solingen
Sa. 24.04.1982,15:00,Hessen Kassel,3:1,1860 München
Sa. 24.04.1982,15:00,Hannover 96,3:1,SpVgg Bayreuth
Sa. 24.04.1982,15:00,Wormatia Worms,0:1,W. Mannheim
Sa. 24.04.1982,15:00,SC Freiburg,1:1,VfL Osnabrück
Sa. 24.04.1982,15:00,Stuttg. Kickers,7:1,Wattenscheid 09
