Datum,Uhrzeit,Heim,Ergebnis,Gast
Mi. 16.12.1981,19:00,Fortuna Köln,2:2,Hannover 96
Sa. 19.12.1981,15:00,Hertha BSC,2:1,Wormatia Worms
Sa. 19.12.1981,15:00,Hessen Kassel,1:0,W. Mannheim
Sa. 19.12.1981,15:00,Wattenscheid 09,1:2,VfL Osnabrück
Sa. 19.12.1981,15:00,Bayer 05,0:0,Union Solingen
Sa. 19.12.1981,15:00,RW Essen,1:0,Alem. Aachen
Mi. 20.01.1982,19:30,K. Offenbach,2:0,1860 München
Sa. 20.02.1982,19:30,Stuttg. Kickers,3:1,Freiburger FC
Sa. 20.02.1982,19:30,SC Freiburg,2:2,SpVgg Bayreuth
Sa. 20.03.1982,19:30,SpVgg Fürth,2:1,FC Schalke 04
