Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 04.08.1981,19:30,Wattenscheid 09,1:1,Freiburger FC
Di. 04.08.1981,19:30,Bayer 05,1:0,Alem. Aachen
Di. 04.08.1981,19:30,Stuttg. Kickers,2:0,W. Mannheim
Di. 04.08.1981,19:30,RW Essen,3:0,SpVgg Bayreuth
Di. 04.08.1981,19:30,K. Offenbach,5:2,Union Solingen
Di. 04.08.1981,19:30,Hessen Kassel,1:0,Hannover 96
Di. 04.08.1981,19:30,SC Freiburg,2:0,Wormatia Worms
Di. 04.08.1981,19:30,Fortuna Köln,3:1,SpVgg Fürth
Di. 04.08.1981,19:30,Hertha BSC,3:1,FC Schalke 04
Di. 04.08.1981,19:30,1860 München,1:1,VfL Osnabrück
