Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 17.04.1982,15:00,Wattenscheid 09,1:3,RW Essen
Sa. 17.04.1982,15:00,Bayer 05,0:0,Stuttg. Kickers
Sa. 17.04.1982,15:00,K. Offenbach,1:0,Hessen Kassel
Sa. 17.04.1982,15:00,VfL Osnabrück,2:2,Fortuna Köln
Sa. 17.04.1982,15:00,Union Solingen,1:0,Hertha BSC
Sa. 17.04.1982,15:00,Freiburger FC,2:2,SpVgg Fürth
Sa. 17.04.1982,15:00,Alem. Aachen,1:1,Wormatia Worms
Sa. 17.04.1982,15:00,W. Mannheim,1:1,Hannover 96
Sa. 17.04.1982,15:00,1860 München,4:1,SC Freiburg
Sa. 17.04.1982,15:00,SpVgg Bayreuth,1:2,FC Schalke 04
