Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 30.01.1982,15:00,Fortuna Köln,2:4,Hertha BSC
Sa. 30.01.1982,15:00,SC Freiburg,2:3,SpVgg Fürth
Sa. 30.01.1982,15:00,Stuttg. Kickers,1:0,SpVgg Bayreuth
Sa. 30.01.1982,15:00,Bayer 05,3:1,W. Mannheim
Sa. 30.01.1982,15:00,VfL Osnabrück,1:1,FC Schalke 04
Sa. 30.01.1982,15:00,K. Offenbach,3:0,Freiburger FC
Sa. 30.01.1982,15:00,1860 München,1:1,Union Solingen
Sa. 20.02.1982,19:00,RW Essen,0:0,Hannover 96
Sa. 20.02.1982,19:30,Hessen Kassel,2:0,Wormatia Worms
Di. 02.03.1982,19:30,Wattenscheid 09,1:3,Alem. Aachen
