Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 12.12.1981,15:00,Hannover 96,2:3,Hertha BSC
Sa. 12.12.1981,15:00,Freiburger FC,3:1,RW Essen
Sa. 12.12.1981,15:00,1860 München,1:0,Wattenscheid 09
Sa. 12.12.1981,15:00,SpVgg Bayreuth,4:2,Fortuna Köln
Mi. 23.12.1981,19:30,FC Schalke 04,3:0,K. Offenbach
Sa. 02.01.1982,19:30,Wormatia Worms,1:1,SpVgg Fürth
Sa. 09.01.1982,15:00,Union Solingen,4:4,Stuttg. Kickers
So. 10.01.1982,15:00,Alem. Aachen,0:0,Hessen Kassel
So. 10.01.1982,15:00,VfL Osnabrück,1:0,Bayer 05
Sa. 20.03.1982,19:00,W. Mannheim,3:0,SC Freiburg
