Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 22.08.1981,15:00,Alem. Aachen,2:0,1860 München
Sa. 22.08.1981,15:00,FC Schalke 04,1:1,Union Solingen
Sa. 22.08.1981,15:00,Fortuna Köln,3:1,SC Freiburg
Sa. 22.08.1981,15:00,SpVgg Fürth,1:1,RW Essen
Sa. 22.08.1981,15:00,Hannover 96,1:0,Bayer 05
Sa. 22.08.1981,15:00,SpVgg Bayreuth,2:2,Wattenscheid 09
Sa. 22.08.1981,15:00,W. Mannheim,3:1,K. Offenbach
Sa. 22.08.1981,15:00,Freiburger FC,2:0,VfL Osnabrück
Sa. 22.08.1981,15:00,Hertha BSC,2:2,Hessen Kassel
Sa. 22.08.1981,15:00,Wormatia Worms,1:3,Stuttg. Kickers
