Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 25.08.1981,19:30,K. Offenbach,2:1,SpVgg Bayreuth
Di. 25.08.1981,19:30,Wattenscheid 09,3:1,Hannover 96
Di. 25.08.1981,19:30,Union Solingen,5:2,Freiburger FC
Di. 25.08.1981,19:30,VfL Osnabrück,1:0,Alem. Aachen
Di. 25.08.1981,19:30,1860 München,2:1,W. Mannheim
Di. 25.08.1981,19:30,Bayer 05,4:1,Wormatia Worms
Di. 25.08.1981,19:30,Stuttg. Kickers,3:1,SpVgg Fürth
Di. 25.08.1981,19:30,RW Essen,2:2,Hertha BSC
Di. 25.08.1981,19:30,Hessen Kassel,1:1,Fortuna Köln
Di. 25.08.1981,19:30,SC Freiburg,0:1,FC Schalke 04
