Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 19.09.1981,15:00,Hannover 96,2:3,VfL Osnabrück
Sa. 19.09.1981,15:00,FC Schalke 04,2:0,Alem. Aachen
Sa. 19.09.1981,15:00,Hessen Kassel,7:3,RW Essen
Sa. 19.09.1981,15:00,Fortuna Köln,3:1,Bayer 05
Sa. 19.09.1981,15:00,Hertha BSC,1:2,Wattenscheid 09
Sa. 19.09.1981,15:00,SpVgg Fürth,1:1,K. Offenbach
Sa. 19.09.1981,15:00,Wormatia Worms,1:3,1860 München
Sa. 19.09.1981,15:00,SpVgg Bayreuth,4:0,Union Solingen
Sa. 19.09.1981,15:00,W. Mannheim,2:1,Freiburger FC
Sa. 19.09.1981,15:00,SC Freiburg,1:1,Stuttg. Kickers
